heatmap_type,summarization_method,aggregation_type,simulation_name,failures,detected,undetected,undetectable,ttm,accuracy,fpr,precision,recall,f1,f3
smoothgrad,avg-grad,max,ood/xai-track1-fog-20,5,5,0,0,3,93,8,56,100,71,93
smoothgrad,avg-grad,max,ood/xai-track1-fog-30,4,4,0,0,1,93,8,50,100,67,91
smoothgrad,avg-grad,max,ood/xai-track1-fog-30,3,3,0,1,2,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-fog-30,3,3,0,1,3,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-fog-40,3,3,0,0,1,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-fog-40,3,2,1,0,2,91,8,33,67,44,61
smoothgrad,avg-grad,max,ood/xai-track1-fog-40,3,3,0,0,3,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-fog-50,3,3,0,1,1,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-fog-50,3,3,0,1,2,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-fog-50,3,1,2,1,3,89,8,20,33,25,31
smoothgrad,avg-grad,max,ood/xai-track1-fog-60,1,1,0,0,1,92,8,20,100,33,71
smoothgrad,avg-grad,max,ood/xai-track1-fog-60,1,1,0,0,2,92,8,20,100,33,71
smoothgrad,avg-grad,max,ood/xai-track1-fog-60,1,1,0,0,3,92,8,20,100,33,71
smoothgrad,avg-grad,max,ood/xai-track1-fog-70,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-fog-70,2,1,1,0,2,91,8,20,50,29,43
smoothgrad,avg-grad,max,ood/xai-track1-fog-70,2,2,0,0,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-fog-80,1,1,0,0,1,92,8,20,100,33,71
smoothgrad,avg-grad,max,ood/xai-track1-fog-80,1,1,0,0,2,92,8,20,100,33,71
smoothgrad,avg-grad,max,ood/xai-track1-fog-80,1,0,1,0,3,0,0,0,0,0,0
smoothgrad,avg-grad,max,ood/xai-track1-fog-90,1,1,0,0,1,92,8,20,100,33,71
smoothgrad,avg-grad,max,ood/xai-track1-fog-90,1,1,0,0,2,92,8,20,100,33,71
smoothgrad,avg-grad,max,ood/xai-track1-fog-90,1,1,0,0,3,92,8,20,100,33,71
smoothgrad,avg-grad,max,ood/xai-track1-fog-100,4,3,1,0,1,91,8,43,75,55,70
smoothgrad,avg-grad,max,ood/xai-track1-fog-100,4,3,1,0,2,91,8,43,75,55,70
smoothgrad,avg-grad,max,ood/xai-track1-fog-100,4,3,1,0,3,91,8,43,75,55,70
smoothgrad,avg-grad,max,ood/xai-track1-rain-10,1,1,0,0,1,92,8,20,100,33,71
smoothgrad,avg-grad,max,ood/xai-track1-rain-10,1,1,0,0,2,92,8,20,100,33,71
smoothgrad,avg-grad,max,ood/xai-track1-rain-10,1,1,0,0,3,92,8,20,100,33,71
smoothgrad,avg-grad,max,ood/xai-track1-rain-20,3,3,0,0,1,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-rain-20,3,3,0,0,2,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-rain-20,3,3,0,0,3,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-rain-30,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-30,2,2,0,0,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-30,2,2,0,0,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-40,3,3,0,0,1,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-rain-40,2,2,0,1,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-40,2,2,0,1,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-50,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-50,2,2,0,0,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-50,2,2,0,0,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-60,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-60,2,2,0,0,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-60,2,2,0,0,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-70,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-70,2,2,0,0,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-70,2,2,0,0,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-80,3,3,0,0,1,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-rain-80,3,3,0,0,2,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-rain-80,3,3,0,0,3,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-rain-90,2,2,0,1,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-90,2,2,0,1,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-90,2,2,0,1,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-100,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-100,2,2,0,0,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-rain-100,2,2,0,0,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-10,3,3,0,0,1,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-snow-10,2,2,0,1,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-10,2,2,0,1,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-20,2,2,0,1,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-20,2,2,0,1,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-20,2,2,0,1,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-30,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-30,2,2,0,0,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-30,2,2,0,0,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-40,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-40,2,2,0,0,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-40,2,2,0,0,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-50,3,3,0,0,1,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-snow-50,3,3,0,0,2,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-snow-50,2,2,0,1,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-60,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-60,2,2,0,0,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-60,2,2,0,0,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-70,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-70,2,2,0,0,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-70,2,2,0,0,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-80,2,2,0,1,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-80,2,2,0,1,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-80,3,3,0,0,3,93,8,43,100,60,88
smoothgrad,avg-grad,max,ood/xai-track1-snow-90,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-90,2,2,0,0,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-90,2,2,0,0,3,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-100,2,2,0,0,1,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-100,2,2,0,0,2,93,8,33,100,50,83
smoothgrad,avg-grad,max,ood/xai-track1-snow-100,2,2,0,0,3,93,8,33,100,50,83
