heatmap_type,summarization_method,aggregation_type,simulation_name,failures,detected,undetected,undetectable,ttm,accuracy,fpr,precision,recall,f1,f3
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_0.25_0.25_6_7,10,10,0,4,1,94,7,59,100,74,93
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_0.25_0.25_6_7,10,10,0,4,2,94,7,59,100,74,93
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_0.25_0.25_6_7,10,9,1,4,3,93,7,56,90,69,85
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_0.75_0.75_6_0,9,9,0,0,1,94,7,56,100,72,93
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_0.75_0.75_6_0,9,7,2,0,2,92,7,50,78,61,74
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_0.75_0.75_6_0,9,7,2,0,3,92,7,50,78,61,74
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_0.125_0.125_6_2,13,12,1,3,1,93,7,63,92,75,88
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_0.125_0.125_6_2,13,8,5,3,2,90,7,53,62,57,61
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_0.125_0.125_6_2,13,7,6,3,3,89,7,50,54,52,53
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_1.0_1.0_6_1,4,3,1,0,1,93,7,30,75,43,65
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_1.0_1.0_6_1,4,0,4,0,2,0,0,0,0,0,0
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_dropout_rate_mutated0_MP_1.0_1.0_6_1,4,0,4,0,3,0,0,0,0,0,0
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_label_mutated0_MP_12.5_4,9,8,1,3,1,93,7,53,89,67,83
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_label_mutated0_MP_12.5_4,9,6,3,3,2,91,7,46,67,55,64
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_label_mutated0_MP_12.5_4,9,6,3,3,3,91,7,46,67,55,64
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_label_mutated0_MP_25.0_1,4,4,0,1,1,94,7,36,100,53,85
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_label_mutated0_MP_25.0_1,4,1,3,1,2,91,7,12,25,17,23
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_label_mutated0_MP_25.0_1,4,1,3,1,3,91,7,12,25,17,23
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_loss_function_mutated0_MP_mean_absolute_error_2,10,10,0,2,1,94,7,59,100,74,93
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_loss_function_mutated0_MP_mean_absolute_error_2,10,4,6,2,2,89,7,36,40,38,40
track1-MSE-latent2-selforacle,rec. loss,max,mutants/udacity_change_loss_function_mutated0_MP_mean_absolute_error_2,10,3,7,2,3,88,7,30,30,30,30
